app_ID,app_name,currency,price,version,genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
298867247,Chase Mobile℠,USD,0,2.61,Finance,37,0,2,1
299029654,大辞林,USD,21.99,4.1.1,Reference,37,5,2,1
299515267,Allrecipes Dinner Spinner,USD,0,6.3,Food & Drink,37,5,1,1
299853944,新浪新闻-阅读最新时事热门头条资讯视频,USD,0,6.2.1,News,37,0,1,1
299949744,MotionX GPS,USD,1.99,24.2,Navigation,37,0,1,1
300048137,AccuWeather - Weather for Life,USD,0,10.4.1,Weather,37,1,43,1
300238550,"Mint: Personal Finance, Budget, Bills & Money",USD,0,5.9.0,Finance,37,5,1,1
300255638,ABC News - US & World News + Live Video,USD,0,5.16,News,37,0,1,0
300265786,Rowmote: Remote Control for Mac,USD,0.99,4.3,Utilities,40,3,13,1
300590611,Peekaboo Barn,USD,1.99,5.1.0,Education,43,5,1,1
300704847,Speedtest by Ookla,USD,0,3.8.2,Utilities,38,4,17,1
301387274,Pocket God,USD,0.99,1.48.2,Entertainment,43,5,1,1
301521403,Nike+ Training Club - Workouts & Fitness Plans,USD,0,5.4.1,Health & Fitness,37,0,17,1
301724680,Citi Mobile®,USD,0,8.5.0,Finance,37,0,1,1
302049354,Phase 10 Pro - Play Your Friends!,USD,1.99,3.2.0,Games,40,5,1,1
302584613,"Kindle – Read eBooks, Magazines & Textbooks",USD,0,5.11,Book,37,5,9,1
303058767,MASH,USD,1.99,3.3.2,Games,37,3,15,1
303191318,同花顺-炒股、股票,USD,0,10.10.46,Finance,37,0,1,1
303337299,Wedding Dash Deluxe,USD,0.99,2.29.13,Games,43,4,1,1
303849934,Beer Pong Game,USD,0,17.05.15,Games,37,5,9,1
304731501,Tempo - Metronome with Setlists,USD,2.99,3.9.2,Music,37,5,10,1
304770340,Skat,USD,3.99,11.0.10,Games,37,0,1,1
304871603,Color Splash,USD,0.99,3.6.1,Photo & Video,37,0,3,1
304871622,Zombieville USA,USD,0.99,1.7,Games,47,5,1,1
304878510,Skype for iPhone,USD,0,6.35.1,Social Networking,37,0,32,1
305343404,Tumblr,USD,0,8.6,Social Networking,37,5,16,1
305557780,iSwap Faces,USD,1.99,5.1,Photo & Video,37,5,1,1
305939712,Match™ - #1 Dating App.,USD,0,17.05.01,Social Networking,37,5,10,1
306169895,Tozzle - Toddler's favorite puzzle,USD,2.99,5.1,Games,37,5,4,1
306257910,HomeBudget with Sync,USD,4.99,3.3.0,Finance,37,5,11,1
306375551,Wind Meter,USD,0.99,5,Weather,43,0,1,1
306468004,Map My Run+ - GPS Running & Workout Tracker,USD,2.99,17.5.5,Health & Fitness,37,0,9,1
306561234,Map My Ride+ - GPS Cycling & Route Tracker,USD,2.99,17.5.5,Health & Fitness,37,0,9,1
306621789,"HuffPost - News, Politics & Entertainment",USD,0,11.2,News,37,5,10,1
306628397,Phrase Party!,USD,1.99,8.7.5,Games,38,5,1,1
306937053,Minesweeper Classic,USD,0.99,3.6,Games,37,4,1,1
307132353,Sally's Spa,USD,2.99,3.3.0,Games,43,0,6,1
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",USD,0,10.2.2,Sports,37,4,1,1
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,USD,4.99,7.4,Health & Fitness,43,5,1,1
307354030,iSwap Faces LITE,USD,0,5.1,Photo & Video,37,5,1,1
307386350,DIRECTV,USD,0,4.9.705,Entertainment,37,0,1,1
307569751,NYTimes Crossword - Daily Word Puzzle Game,USD,0,2.8.1,Games,37,5,1,1
307727765,Doodle Jump,USD,0.99,3.17.6,Games,37,0,1,1
307741537,LEDit – The LED Banner App,USD,1.99,3.5.1,Utilities,37,4,12,1
307764057,niconico,USD,0,6.52,Entertainment,37,5,3,1
307906541,Fandango Movies - Times + Tickets,USD,0,8.6,Entertainment,37,4,1,1
308111628,iCab Mobile (Web Browser),USD,1.99,9.9,Utilities,38,4,12,1
308339980,iRagdoll - Ragdoll Physics,USD,0.99,1.8.3,Games,37,2,1,1
308368164,Proloquo2Go - Symbol-based AAC,USD,249.99,5.0.1,Education,37,5,3,1
308750436,Dictionary.com Dictionary & Thesaurus,USD,0,7.1.3,Reference,37,0,1,1
308834491,20 Minutes.fr - l'actualité en continu,USD,0,5.0.11,News,37,5,17,1
309025938,The Masters Tournament,USD,0,9.0.701,Sports,37,5,1,1
309172177,myAT&T,USD,0,5.3,Utilities,37,5,2,1
309187846,SFR TV,USD,0,7.3.0,Entertainment,37,5,1,1
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",USD,0,7.7.0,Photo & Video,37,5,1,1
309527804,StickWars,USD,0.99,1.8.9,Games,43,1,1,0
309735670,Indeed Job Search,USD,0,4.3,Business,37,3,28,1
310303959,World Cup Table Tennis™,USD,0.99,4.6.1,Games,37,0,11,1
310633997,WhatsApp Messenger,USD,0,2.17.22,Social Networking,12,0,35,1
310636441,"iStudiez Pro – Homework, Schedule, Grades",USD,2.99,1.9.1,Productivity,37,5,30,1
310738695,Zillow Real Estate - Homes for Sale & for Rent,USD,0,10.4.5,Lifestyle,37,5,1,1
310951782,2XL Supercross,USD,4.99,1.2.1,Games,37,5,7,1
311466554,Pocket Tanks Deluxe,USD,4.99,2.3.1,Games,38,5,1,1
311548709,Wells Fargo Mobile,USD,0,3.55,Finance,37,0,2,1
311762416,radio.de - Der Radioplayer,USD,0,4.0.5,Music,37,5,14,1
311785642,AutoScout24 - mobile used & new car market,USD,0,9.1.10,Productivity,37,5,13,1
311972587,Sky Burger - Build & Match Food Free,USD,0,3.0.3,Games,37,5,3,1
312220102,MindNode – Delightful Mind Mapping,USD,9.99,4.5.3,Productivity,37,4,13,1
312266675,Packing Pro,USD,2.99,12.2,Travel,37,5,11,1
312325565,USAA Mobile,USD,0,7.32.3,Finance,37,5,1,1
312343159,The Moron Test,USD,0,6.3.1,Entertainment,37,5,1,1
313199385,Sunday Lawn,USD,0.99,1.41.1,Games,37,3,1,1
314303518,Peggle Classic,USD,0.99,1.7.2,Games,43,0,5,1
314506629,SmartGo Player,USD,2.99,2.5.1,Games,37,3,9,1
314652382,I Am T-Pain 2.0,USD,2.99,2.0.4,Music,43,1,1,1
314716233,TextNow - Unlimited Text + Calls,USD,0,8.5.1,Social Networking,37,5,3,1
314819528,Boating Weather,USD,1.99,4.5,Weather,40,0,1,1
314855255,Best Buy,USD,0,10.11.0,Shopping,37,5,2,1
314864297,I Dig It,USD,0.99,1.12,Games,40,0,1,1
315021242,Unblock Me,USD,0.99,1.5.95,Games,40,5,15,1
316025912,Sonic The Hedgehog,USD,2.99,2.1.2,Games,37,5,1,1
316227296,10 Pin Shuffle Pro Bowling,USD,3.99,2.01,Games,37,5,6,1
316391924,Sky News,USD,0,4.6,News,37,5,1,1
317469184,"ESPN: Get scores, news, alerts & watch live sports",USD,0,5.7.1,Sports,37,5,2,1
317809458,LiveATC Air Radio,USD,3.99,1.9.0,Travel,37,5,26,1
317904170,The Sims 3,USD,6.99,1.4.10,Games,37,5,8,1
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",USD,9.99,2.89,Games,37,5,13,1
318592730,Guess My Age  Math Magic,USD,0,1.1,Education,47,0,1,1
318639200,Crush the Castle,USD,0.99,1.5,Games,45,0,1,1
319204550,2016 U.S. Open Golf Championship,USD,0,8.0.263,Sports,37,0,1,1
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",USD,0,8.1,Sports,37,5,1,1
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,USD,9.99,11.9,Music,37,4,14,1
319740707,NBC News,USD,0,5.11.0,News,37,5,1,1
319881193,"Grindr - Gay and same sex guys chat, meet and date",USD,0,3.9.1,Social Networking,37,5,5,1
320029256,Whole Foods Market,USD,0,8.3.17,Shopping,37,5,1,1
320279293,NAVIGON Europe,USD,74.99,2.17,Navigation,37,2,21,1
320300350,Virtual Families,USD,1.99,1.1.2,Games,47,0,1,1
320596872,Sparkasse+,USD,0.99,3.1.3,Finance,37,0,3,1
320599923,Sparkasse - Your mobile branch,USD,0,3.1.3,Finance,37,0,3,1
320606217,Sleep Cycle alarm clock,USD,0,5.4.1,Health & Fitness,37,5,13,1
320636131,FACEinHOLE®,USD,0.99,5.7,Photo & Video,37,5,1,1
320650307,Harvest - Select the Best Produce,USD,1.99,3.1,Food & Drink,38,0,1,1
321369231,WORMS,USD,1.99,2.6,Games,40,0,1,1
321756558,Pixel Starships™ : 8Bit MMORPG,USD,0,0.39,Games,37,5,17,1
322423174,Traffic Rush,USD,0.99,1.45.1,Games,37,3,1,1
322439990,MyRadar NOAA Weather Radar Forecast,USD,0,5.1.4,Weather,37,2,8,1
322523436,Resident Evil 4: PLATINUM,USD,4.99,1.04.10,Games,47,0,1,1
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",USD,0,4.24,Navigation,37,5,36,1
323242790,Cartoon Wars,USD,0.99,114,Games,43,0,1,1
323438913,Moto X Mayhem,USD,0.99,1.8.7,Games,47,0,1,1
324266640,Fantasy Football Manager - FFM for FPL,USD,0.99,9.3,Sports,37,1,1,1
324684580,Spotify Music,USD,0,8.4.3,Music,37,5,18,1
324887734,McDo France,USD,0,4.0.16,Food & Drink,37,0,30,1
325462190,PGA Championship 2016 – Baltusrol Golf Club,USD,0,8.1,Sports,37,5,1,0
325658560,BFMTV : l'info en continu,USD,0,5.0.3,News,37,4,1,0
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",USD,1.99,5.1.4,Weather,37,2,8,1
325954996,Spider:  The Secret of Bryce Manor,USD,1.99,1.5,Games,38,0,5,1
325962257,My Measures PRO,USD,7.99,6.06,Productivity,37,5,21,1
326082487,Food Additives Checker (E Numbers),USD,1.99,4.1.2,Health & Fitness,37,0,8,1
326161564,SFR Mon Compte,USD,0,6.4.0,Utilities,37,5,1,1
326574411,Baby Connect (Activity Log),USD,4.99,5.4.3,Medical,37,0,14,1
326876192,Epson iPrint,USD,0,6.3.1,Photo & Video,37,5,12,1
326885152,Mad Libs,USD,0,3.3.3,Entertainment,38,1,1,1
326979430,BATTLE BEARS: Zombies!,USD,0.99,1.6.7,Games,45,0,1,1
327193945,Hurricane Tracker,USD,2.99,5,Weather,37,0,1,1
327243363,NFL Sunday Ticket,USD,0,2.6.042,Entertainment,37,0,1,1
327455869,2016 US Open Tennis Championships,USD,0,8.0.353,Sports,37,4,1,1
327630330,Dropbox,USD,0,50.2,Productivity,37,5,20,1
328011357,Wa Kingyo - Goldfish Pond,USD,0.99,2.0.3,Entertainment,38,5,2,1
328205875,Monkey Preschool Lunchbox,USD,1.99,4.02,Games,38,5,1,1
328415391,Yahoo Fantasy Sports,USD,0,9.1.0,Sports,37,3,45,1
329127297,Gaia GPS Classic,USD,19.99,10.9.13,Navigation,37,5,16,1
329174056,iLoan Calc (Loan calculator),USD,3.99,5.1.0,Finance,37,5,3,1
329541503,Geocaching®,USD,0,5.3,Navigation,37,0,22,1
329670577,Camera+,USD,1.99,9.1,Photo & Video,37,0,10,1
329703516,Alter Ego,USD,4.99,1.3.0,Games,40,5,1,1
329887910,Parking Mania,USD,0.99,2.5.0,Games,38,0,12,1
329981776,Sudoku⁺,USD,2.99,3.4,Games,37,5,2,1
330376830,Period Tracker Lite,USD,0,9.5.1,Health & Fitness,38,0,15,1
330803072,Camera Plus: For Macro Photos & Remote Photography,USD,0.99,4.5.4,Photo & Video,37,4,11,1
331004675,The perfect Egg timer,USD,0.99,1.8.9,Food & Drink,37,4,7,1
331177703,Letter Quiz - alphabet tracing for kids,USD,1.99,2.4,Games,37,5,1,1
331177714,Starbucks,USD,0,4.3.5,Food & Drink,37,0,2,1
331259725,央视影音-海量央视内容高清直播,USD,0,6.2.0,Sports,37,0,1,1
331271904,Bloons TD,USD,2.99,1.2.1,Games,47,0,1,1
331308914,Weight Watchers,USD,0,5.9.0,Health & Fitness,37,5,6,1
331786748,"CNN: Breaking US & World News, Live Video",USD,0,5.3,News,37,1,1,1
331804452,Gilt,USD,0,5.1.3,Shopping,37,5,2,1
332568551,TRUTH or DARE!!! - FREE,USD,0,5,Entertainment,38,1,1,1
333180061,Canabalt,USD,2.99,2.31,Games,43,5,15,1
333206289,Alipay - Makes Life Easy,USD,0,10.0.15,Lifestyle,38,5,3,1
333246187,Scanner911 Pro,USD,3.99,4,News,37,0,1,1
333263435,Daily Teachings,USD,4.99,1.7.3,Lifestyle,38,0,1,1
333710667,Scanner Pro - PDF document scanner app with OCR,USD,3.99,7.1.3,Business,37,5,9,1
333903271,Twitter,USD,0,6.79.1,News,37,2,33,1
334235181,"Trainline UK: Live Train Times, Tickets & Planner",USD,0,22,Travel,37,4,1,1
334256223,CBS News - Watch Free Live Breaking News,USD,0,3.5.1,News,37,5,1,1
334264405,iOvilus,USD,1.99,iOV 2.1.3,Entertainment,38,0,1,1
334503000,The Impossible Quiz!,USD,0,1.62,Entertainment,37,0,1,1
334989259,WolframAlpha,USD,2.99,1.7.3,Reference,37,5,1,1
335029050,Catan,USD,1.99,4.6.2,Games,38,0,6,1
335047649,ScanBizCards Business Card Reader,USD,0.99,6.08,Business,37,5,5,1
335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",USD,0,6.5,Shopping,37,5,1,1
335545504,King of Dragon Pass,USD,9.99,2.3.2,Games,43,5,1,1
335709058,Stylebook,USD,3.99,7,Lifestyle,37,5,3,1
335744614,NBA,USD,0,2013.4.3,Sports,37,5,1,1
335862325,Blower,USD,0.99,4.2,Entertainment,40,4,1,1
335875911,My Cycles Period and Ovulation Tracker,USD,0,5.10.3,Health & Fitness,37,0,2,1
335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",USD,0,17,Shopping,37,0,1,1
336141475,优酷视频,USD,0,6.7.0,Entertainment,38,0,2,1
336347946,DOOM Classic,USD,4.99,2.7,Games,40,3,5,1
336353151,SoundCloud - Music & Audio,USD,0,5.6.0,Music,37,4,7,1
336435697,imo video calls and chat,USD,0,7.0.84,Social Networking,38,2,29,1
336477530,Plane Finder - Flight Tracker,USD,3.99,9.4.1,Navigation,37,3,10,1
336599882,"Runtastic Running, Jogging and Walking Tracker",USD,0,7.3,Health & Fitness,37,0,15,1
336683524,iFiles,USD,0.99,1.17.11,Productivity,38,1,1,1
336689375,TeachMe: Kindergarten,USD,1.99,4.2.2,Education,37,5,1,1
336834650,Moorhuhn Deluxe - Crazy Chicken,USD,0.99,2.8.0,Games,38,5,5,1
336860594,Victoria’s Secret – The Sexiest Bras & Lingerie,USD,0,5.2.1,Shopping,37,0,1,1
337021781,MONOPOLY Game,USD,0.99,1.4.04,Games,37,0,6,1
337056601,n-tv Nachrichten,USD,0,5.25,News,37,5,1,1
337288863,Shazam Encore,USD,2.99,11.0.2,Music,37,3,15,1
337402021,Harry Potter: Spells,USD,0.99,2.2,Games,40,0,1,1
337462979,First Words Deluxe,USD,4.99,7,Games,38,5,1,1
337571576,Clay Hunt,USD,0.99,3.5.3,Games,40,5,1,1
337710261,Dream Team - be your own fantasy football manager,USD,0,12.8.0,Sports,37,3,1,1
337866370,Jet Car Stunts,USD,1.99,1.5.0,Games,47,4,1,1
338057689,Call of Duty: Zombies,USD,4.99,1.5.0,Games,47,0,1,1
338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",USD,0,17.8,Shopping,37,0,1,1
338761996,AirWatch Agent,USD,0,5.5,Business,37,5,19,1
338828953,Shop Savvy Barcode Scanner - Price Compare & Deals,USD,0,12,Shopping,37,4,1,1
339440515,Voice Changer Plus,USD,0,5.01,Entertainment,37,2,12,1
339462921,CatPaint,USD,0.99,3.5.1,Photo & Video,37,5,1,1
339532909,Redbox,USD,0,5.24,Entertainment,37,0,1,1
340368403,クックパッド - No.1料理レシピ検索アプリ,USD,0,17.5.1.0,Food & Drink,37,5,1,1
340769953,Trenches,USD,0.99,1.9.3,Games,43,0,1,1
340779800,The Christmas List,USD,1.99,2.1,Shopping,37,0,1,1
341036067,Macy's,USD,0,5.11.0,Shopping,37,0,1,1
341232718,Calorie Counter & Diet Tracker by MyFitnessPal,USD,0,7.16,Health & Fitness,37,5,19,1
341329033,BlaBlaCar - Trusted Carpooling,USD,0,4.10.1,Travel,37,0,16,1
341691394,Refills Calendar - Scheduler - Note,USD,9.99,4.0.1,Productivity,38,5,2,1
341776037,5-0 Radio Pro Police Scanner (Extra Feeds),USD,3.99,39.1,News,38,5,26,1
342115564,Hipstamatic,USD,2.99,337,Photo & Video,37,5,15,1
342138881,Sing Karaoke Songs Unlimited with StarMaker,USD,0,6.0.3,Music,37,4,14,1
342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,USD,4.99,2.8.2,Business,38,5,9,1
342602105,Positivity with Andrew Johnson,USD,2.99,3.38,Health & Fitness,38,4,1,1
342699962,Rat On A Scooter XL,USD,0.99,1.24.1,Games,37,3,1,1
342792525,IMDb Movies & TV - Trailers and Showtimes,USD,0,7.11,Entertainment,37,5,10,1
343200656,Angry Birds,USD,0,7.4.0,Games,38,0,10,1
343555245,DB Navigator,USD,0,17.04.00,Travel,38,0,2,1
343638336,Video Calls with Santa,USD,2.99,5.1,Lifestyle,37,0,31,1
343889987,Voyages-sncf.com : book train and bus tickets,USD,0,38,Travel,37,5,6,1
344065205,The Font Game,USD,1.99,2.1,Games,45,0,1,1
344176018,ImmobilienScout24: Real Estate Search in Germany,USD,0,9.5,Navigation,37,5,3,1
344186162,Grand Theft Auto: Chinatown Wars,USD,4.99,4.4,Games,38,5,6,1
344542975,Southwest Airlines,USD,0,4.5.1,Travel,37,0,1,1
345445479,The Sims 3 World Adventures,USD,2.99,1.2.21,Games,37,4,6,1
345542655,Star Chart,USD,0,3.98,Education,38,5,8,1
346184215,TaxCaster – Free tax refund calculator,USD,0,7.2,Finance,37,5,1,1
346453382,Glow Hockey 2 FREE,USD,0,2.2.9,Games,43,0,1,1
346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",USD,0.99,4.1,Entertainment,43,0,1,1
346997126,TV SPIELFILM - TV Programm mit Live TV,USD,0,5.2,Entertainment,37,5,1,1
347310316,All-in-1 Logic GameBox,USD,0.99,1.19,Games,47,0,1,1
347393479,Roadside America,USD,2.99,1.9.0,Travel,38,0,1,1
347400507,Pocket Yoga,USD,2.99,5.3.2,Health & Fitness,37,5,2,1
347411942,Sonic the Hedgehog 2,USD,2.99,3.1.10,Games,37,5,1,1
347418999,Simply Being - Guided Meditation for Relaxation and Presence,USD,1.99,6,Health & Fitness,38,2,1,1
347803339,CamCard - Business card scanner & reader,USD,0.99,7.9.5,Business,37,0,7,1
348530331,This American Life,USD,2.99,3.0.8,Entertainment,38,4,1,1
348543978,Timetracks - Slit-Scan Camera,USD,0.99,2.2.0,Photo & Video,37,4,5,1
348684697,franceinfo - l'actualité & les élections en direct,USD,0,5.2.0,News,37,5,2,1
349079731,DOUBUTSU URANAI®-Animal Fortune-,USD,0.99,2.9.5,Lifestyle,40,0,2,1
349276209,Doodle Army,USD,0.99,3.1.0,Games,47,0,1,1
349442137,Ameba,USD,0,8.6.1,Social Networking,37,0,1,1
350480010,eBook: War and Peace,USD,3.99,7.1,Book,37,5,1,1
350642635,Plants vs. Zombies,USD,0.99,1.9.13,Games,38,0,5,1
350962117,Weibo,USD,0,7.5.2,Social Networking,37,5,2,1
351091731,大众点评-发现品质生活,USD,0,9.2.4,Lifestyle,37,5,2,1
351184863,AlloCiné : Cinéma et Séries,USD,0,7.1.0,Entertainment,37,5,1,1
351331194,"Badoo - Meet New People, Chat, Socialize.",USD,0,5.8.0,Social Networking,37,4,30,1
351707231,Flick Kick Field Goal,USD,1.99,1.11.0,Games,38,5,3,1
351727428,Venmo,USD,0,7.1.0,Finance,37,4,1,1
351939099,"Dungeons & Such Treasures,Collectibles and Dragons",USD,2.99,3.4.2,Games,37,1,31,1
351986992,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",USD,3.99,3.5.3,Education,37,5,29,1
352000376,Shift Worker,USD,1.99,1.5.4,Productivity,40,0,1,0
352041837,"Spy Calc - Hide pictures, videos, documents",USD,1.99,3.0.3,Utilities,40,0,34,1
352199775,Waterlogged - Daily Hydration Tracker,USD,0,2.5.11,Health & Fitness,37,5,10,1
352247139,MyNetDiary PRO - Calorie Counter and Food Diary,USD,3.99,5.3,Health & Fitness,37,0,2,1
352509417,The Washington Post Classic,USD,0,3.8.2,News,37,3,1,1
352670055,F-Sim Space Shuttle,USD,4.99,2.1,Games,43,5,1,1
352683833,"Groupon - Deals, Coupons & Discount Shopping App",USD,0,17.7,Shopping,37,4,10,1
353372460,Learn to Speak Spanish Fast With MosaLingua,USD,4.99,9.2,Education,38,5,5,1
353573707,"Coaster VR, Extreme Endless 3D Stereograph",USD,0.99,1.1.5,Entertainment,37,5,1,1
353603279,Parents Calling Easter Bunny,USD,1.99,1,Lifestyle,47,0,1,1
353642901,Sporcle,USD,2.99,5.4,Games,37,5,1,1
353665650,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",USD,0,5.5,Sports,37,5,2,1
354051766,DOOM II RPG,USD,0.99,1,Games,47,0,1,1
354655665,STREET FIGHTER IV,USD,4.99,1.00.12,Games,40,0,3,1
354850853,Dr. Seuss Camera - The Cat in the Hat Edition,USD,0.99,1.5.5,Photo & Video,37,0,1,1
354972939,FINAL FANTASY,USD,7.99,1.1.2,Games,38,3,8,1
354974729,FINAL FANTASY II,USD,7.99,1.1.1,Games,38,5,6,1
355524910,Worms 2: Armageddon,USD,4.99,1.25,Games,40,5,1,1
355554941,SoundHound Song Search & Music Player,USD,0,7.6,Music,37,5,23,1
355709084,Jourist Weltübersetzer,USD,7.99,2.8,Travel,40,5,1,1
355940964,TeachMe: 1st Grade,USD,1.99,4.0.2,Education,37,5,1,1
356618664,TeachMe: 3rd Grade,USD,1.99,2.0.2,Education,37,5,1,1
356968629,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,USD,0,6.14.0,Shopping,37,0,1,1
357218860,Kik,USD,0,11.21.0,Social Networking,37,0,14,0
357404131,Slow Shutter Cam,USD,1.99,4,Photo & Video,37,5,4,1
